Client_id,Name,Age,Gender,Country,Loyalty
58605c4c-e730-49e4-a133-dbcbb84843ee,Raymond Davis,55,Male,Canada,Vip
8a1b5470-8669-4afc-a307-5ef940e487c8,William Roberts,53,Male,USA,New
fe32b48a-7ffe-480b-94ac-8d6d24c312ad,Steven Owens,31,Male,UK,New
2092a1cb-3904-4d20-bf2b-1220f3e1d150,Jacqueline Moore,67,Female,Canada,Vip
03e0abba-9239-4066-9fcf-dd0aa1366dcd,Jennifer Thompson,50,Female,UK,Returning
63945dd2-e9f3-4e85-bcd1-40fdd49dbf05,Kevin Martinez,52,Female,USA,New
770eb0a4-935b-4fa8-a6b8-7548f40f1389,Samantha Chen MD,41,Female,USA,Returning
fd29edbc-161a-463d-947e-081c80f20380,Benjamin Cooper,21,Female,Canada,Vip
5c2f6d43-622d-47b1-8420-bfc81587da07,Joshua Copeland,49,Male,USA,Vip
8884d2c5-3dcc-44b2-9b29-ea9e811d9a2a,Lisa Byrd,35,Male,UK,Vip
2fa83a41-8778-4a50-91f8-0b6aef8aa6fe,Tina Andersen,69,Male,UK,New
b42896e5-439c-4f94-914b-1d9f84df2ab3,Clayton Lopez,39,Female,USA,New
50ee9522-7c32-4bf0-a504-31ab648291b5,James Waller PhD,33,Female,UK,New
69ddd613-0dff-428b-91e2-e70fa8d4b32b,Kimberly Cervantes,40,Female,USA,New
4f241223-102e-4c88-949f-bdabcf9a25f8,Patricia Sanchez,61,Female,Canada,New
9df052b7-d7bf-4486-9d8e-4e0b1fd23e91,Angelica Pruitt,37,Male,Canada,Vip
d0904fba-3d3c-46fb-b9f8-31e1b95cae16,Richard Mendoza,27,Female,UK,Returning
b222429f-8a16-46b8-bd55-ba715346dcd2,Dustin Smith,50,Male,UK,Vip
1fa02717-3494-4e49-a590-e86cce3ae340,Timothy Rodriguez,23,Female,UK,Vip
ff448514-10fa-48c5-8cdf-a553b637b7fc,Jose Miller,39,Male,Canada,Returning
360343a9-043d-4335-8440-61f565e92fc2,Karen Rodriguez,66,Male,Canada,Returning
cbb3fbc7-ccca-443c-928e-1cd56c042502,Jennifer Boyd,49,Male,UK,New
53bf74ae-bbe6-46c9-8428-4987a3406b74,Lori Ellis,65,Male,Canada,New
217480e2-910e-4b99-850d-03d67c0f525f,Antonio Hansen,65,Male,USA,Vip
d97a4ab1-cab2-4bd7-a9dd-a19bdb44342e,Ryan Lee,41,Male,Canada,New
77f354a0-15e9-4a34-95b9-07bff3cf9f65,Heather Short,64,Male,Canada,Returning
44a767ec-b7b5-49f4-8ba4-a73ad939df86,Rebecca Brown,24,Male,Canada,New
829fa901-197b-491e-8e65-5622c2d5631c,Pamela Kemp,32,Male,USA,Returning
df91ab4c-1cf4-4c34-b6df-17621aeec985,Kelly Sandoval,24,Female,Canada,New
0eaeb331-a5aa-4e41-b4be-3161f7911920,Debra Frank,41,Female,UK,Returning
e39fc796-1b97-4aee-ba0b-fa229c80ad48,Matthew Maxwell,48,Female,USA,New
39e4dce5-1133-4bef-9838-44a8c995b069,Amy Taylor,24,Male,USA,Returning
f728265a-d6f9-4815-808f-56d0d0fdfb2b,Jasmine Maxwell,70,Male,USA,Returning
3e4ff1bd-4497-4189-b571-7264d6a2f083,Vanessa Herrera DDS,24,Female,UK,Vip
653e9f81-da8d-4a46-aec6-ba756a6f7642,Angel Thomas,45,Female,USA,New
23829e9c-02e0-4b70-b878-51cabc60ad53,Mary Morgan,44,Female,UK,New
b5706f0b-a412-430b-8a2d-77339681bc75,Roy Keller,41,Male,UK,Returning
4391eeab-2924-45eb-9dff-dcd1b49bab87,Nicole Allen,42,Female,UK,New
4e612c3d-3252-4008-bbd6-73e4af1fb8e3,Kenneth Campbell,58,Female,USA,Returning
14360819-c4a2-44a9-b2ab-b68249d720b6,Melanie Ward,29,Female,USA,Vip
6864f7a4-5d59-4a28-8321-a442e1309b7f,Tyler Sims,29,Male,USA,New
507bf4a2-b5e7-48d8-8c19-a2d884632f0d,Johnny Reid,61,Male,USA,Vip
63207373-4329-4595-bad1-738cee91195e,Aaron Snyder,56,Male,USA,Returning
1429d130-bd0c-4da9-ae21-a681c7434c2e,Barbara Chang,61,Male,Canada,Vip
930c55b1-dd63-4d4a-a698-b03b6507bf8d,David Moses,49,Male,Canada,Returning
d3ac0f56-774c-4b3d-9aee-2ea605566bcd,Scott Johnson,57,Male,Canada,Returning
e55235ef-0b16-4b5c-8db4-164547437163,Jessica Martinez,44,Male,USA,Vip
99b65229-bfe7-4da0-b508-0d7671738e65,Gina Greer,19,Female,USA,New
ed647100-22e9-4279-8222-0254c837dcc8,Micheal Robles,32,Male,UK,Returning
86f71d83-2758-478c-8806-e48c234c9acf,Cynthia Gray,23,Female,USA,Vip
568f273a-a6c9-4514-8fdd-92e86c362da5,Dr. Jennifer Porter MD,33,Female,UK,New
b5953db1-a5c2-4987-9ff1-a7f927f01bd0,Hunter Foley,24,Male,USA,Returning
25a4714a-0af9-404d-a2cd-a54901c202fd,Debra Mclean,35,Male,UK,Returning
12f61198-d100-4815-b0fe-c1529b8889c0,Sharon Houston,55,Male,USA,Returning
c93ebd7e-260f-4621-97df-aa35de99f507,Kimberly Joseph DVM,34,Male,USA,New
9bac1456-7153-49d4-8b2e-87479105f699,Megan Taylor,40,Female,UK,Vip
d1da5880-cea1-45ee-8ed6-04b1964c9cc9,Tabitha Perry,49,Male,USA,Returning
85f28cc9-a8d2-4f25-902f-8ae60fab85cc,Alex Charles,18,Male,Canada,New
0b1690c4-a76c-4650-ab9c-9b433cb84102,Emily Davis,63,Female,UK,Vip
efac2f7b-149f-4a39-ba6e-53e59c2e5487,Elizabeth West,64,Male,USA,New
1093d876-3f88-4967-a1c7-0a6f736cdef2,Phillip Harmon,50,Male,USA,New
6a22ff1d-08eb-4011-9943-9a24d81d4272,Heather Stevens,24,Female,USA,New
7516c408-cc3e-4099-90d1-55f6055ea730,Lauren Pratt,33,Female,UK,Vip
a7adaab0-fab3-4f98-b6a5-fb327bbeffeb,Charles Ortiz,49,Female,UK,Returning
8424f0ef-35b6-4e20-97fc-6c987d7b5343,Jacqueline Brewer,54,Male,UK,Vip
05a7b4be-5a58-42a3-8ce7-e94e9772cb83,Morgan Conley,43,Female,USA,Returning
58a9ff4d-a6ca-4f8b-b1b4-827985702602,Stacy Finley,54,Female,UK,Vip
8206e650-e4d1-4eda-a0a3-d5759b4de83f,Laura Jones,21,Male,USA,Returning
26d25cf3-f4ad-4c01-b6ba-46e1a0b8c72d,Zachary Vazquez,48,Female,USA,Vip
f7404cf3-1cfd-4249-8f6c-51bce7817c6e,Jeff Barrera,67,Female,Canada,Returning
a55cd7e2-d3b0-468c-9ee4-0d0d1546b218,Loretta Crawford,18,Female,USA,New
ccadd3b6-69c5-42ed-84c4-46e120154455,Heidi Ramirez,42,Male,UK,Returning
7882730d-eaa9-453c-acde-b784d2e7bcd8,Jason Grant,39,Male,USA,New
f2275014-0f4a-4189-a833-bde81b8a3c62,Alexandria Wolfe,41,Male,UK,Returning
300d6b89-a29c-4c3e-98d8-9e8075f0309b,Sherry Bailey,25,Female,Canada,New
cc655f08-4330-4247-aef2-ddf0258008a7,Elizabeth Clark,21,Male,Canada,Vip
293227df-6b48-40d7-91ed-ee5c0196c9e7,Melissa Fernandez,19,Male,Canada,New
a6b550c6-a088-42ff-b9d1-a35ee8ec8b63,Maria Hansen,22,Male,UK,Returning
439b3c4b-d388-4582-b49e-f98dbce2be73,Benjamin Schmidt,23,Female,UK,Returning
3244d772-f60f-4f66-98e9-5bdd0d89611e,John Weaver,53,Female,USA,Vip
57fd62f6-7b66-43bd-8c7c-bd11324e396e,Tracy Morris,59,Female,Canada,Returning
a3f3a4fe-72d8-4fe8-a33b-6a225b13b652,Mary Harris,31,Female,USA,New
e1ad3161-82de-43e5-badc-5ac35be3ac2c,Mr. Travis Rich,48,Female,Canada,New
9a7db4b5-a7ca-4b0d-901e-e5dfc5437ee4,Ashley Evans,70,Female,UK,Vip
0cd3400c-a04c-45ac-be58-29da94b68e8b,Debra Graham,19,Female,USA,Vip
56c4f65b-b948-4fff-b58b-818bf8cae2f2,Elizabeth West,50,Male,USA,Returning
fcaecb29-c03d-4aba-b8b7-734dc36d1851,Reginald Booker,41,Female,UK,Vip
efc0a3fa-53ea-4fe6-adb7-4ca021425478,Matthew Huang,34,Female,USA,Vip
fa02cc7e-3358-4613-b8c3-9de163b429ca,Mr. Ian Howell,31,Male,Canada,Returning
10ba624f-1319-4cda-9aa7-1f3e6e605241,Jacob Roberson,62,Female,USA,New
351a2c59-01cf-4683-8702-28981210dac9,Jennifer Coleman,37,Male,Canada,Returning
7180c72b-8f5a-4ed7-8a15-3f6dceccec34,Kevin Underwood,39,Male,USA,Vip
c8baaf3f-ae02-489d-83e9-66c128492b30,Michael Lee,31,Female,Canada,Returning
333bfe8b-5ade-4726-b704-fa395a3e855d,Lauren Farrell,59,Female,UK,Returning
54aab154-f10d-40df-a5b7-7f9f6d922d2f,Sherri Rodriguez,58,Female,USA,Returning
bb0bb66e-bf15-4c57-9440-c81b4973c4f3,Sherry Valenzuela,52,Male,USA,Returning
36b851ac-a810-4772-9a07-449f9b7284e6,Jason Jones,33,Male,USA,Vip
e9507770-7240-4fe3-95f5-86feb94ea29e,Heidi Lindsey,23,Female,UK,Vip
4f5b1144-4506-4836-a820-d7907dde1879,Scott Zavala,43,Female,Canada,Returning
5cca26f8-1bce-402b-944c-6fbbd701b0c7,Jason Schwartz PhD,32,Female,USA,New
97411e30-7bfe-4208-a576-e4fe23d31282,Derrick Lyons,35,Female,Canada,Returning
baf4f767-58be-4444-abf2-b0902bdc3d1c,Mr. Wesley Nguyen,41,Male,Canada,Returning
66bef6a0-2445-4346-a692-13198db2cd44,William Castro,44,Female,UK,New
e193e6fa-8482-4176-989e-875f1c4d8763,Bethany Murray,48,Male,USA,New
f506ef71-7ecd-4024-a487-cecfa7f6e34d,Jo Powell DVM,18,Female,Canada,New
7a2ffebc-18a8-4299-ba01-6c02a8ccbfd2,Nathan Barker,61,Male,Canada,Vip
235834b5-d9f1-488a-925a-6d86103e8794,Amanda Morgan,48,Male,Canada,New
0e6cb067-82fa-429a-8612-8befc7cc8787,Angela Randall,18,Female,USA,New
5d8d6e03-194d-47a6-a36c-5a9fe3fd6ebd,Kathy Burch,34,Female,USA,Returning
9b8f3fef-36c4-4bd2-8f5b-b65c2a9cb94f,Rodney Mahoney,54,Female,UK,Vip
5c2366f2-0d55-4020-ae52-cd01e4771953,Jamie Landry,56,Male,UK,New
bf813d17-0b63-4b13-a588-f2033930bba5,Carol Williams,31,Male,USA,Vip
e37ceedd-1cc3-4f2a-ae76-308ffb97e3a3,Kenneth Chapman,33,Female,Canada,New
bad56b44-a8b2-40f0-b11b-068e83aea873,Dr. John Anthony,26,Female,USA,New
ff8d62f1-b058-42d5-9b8d-6e946eaaaf2e,Danielle Roy,44,Female,USA,Vip
0156f364-751a-44db-a513-e78468ae8ffb,Carol Parker,57,Male,USA,Returning
f2038c64-9933-44bd-8f1c-177e3517c2a7,Kenneth Woodward,65,Male,UK,New
51d810d3-1d76-403a-8355-eb6a623f9034,Ruben Garcia,35,Male,UK,New
2b890b3f-55b3-4211-af2c-fc2ef3dba164,Bryan Fischer,54,Female,Canada,New
9b9b8c3a-3518-44f9-8290-38883ab4cfc7,Jennifer Oliver,36,Male,USA,New
4d598729-51bb-4dc3-9d2f-e3b38812cb36,John Nguyen,56,Male,UK,Vip
fdc617d8-e873-4a10-a250-2718066f2048,Kristy Grant,21,Male,USA,Returning
e85b5734-1c78-4187-a04f-605671717680,Ebony Swanson,66,Female,UK,Returning
